"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"KEGG_PATHWAY","Legionellosis","11","142","56","9496","7.52e-9","5.79e-8","13.14","1.16e-6","3.46e-8","4.74e-10","PYCARD,CASP9,CASP8,APAF1,IL1B,CASP1,CYCS,CD14,NLRC4,TLR4,NAIP"
"GOTERM_BP_DIRECT","positive regulation of type II interferon production","11","142","79","19512","2.65e-10","1.19e-8","19.13","3.57e-7","1.05e-8","1.21e-11","PYCARD,IL1R1,CLEC7A,IL23A,IL1B,BCL3,CD14,FADD,CD3E,TLR4,TLR3"
"GOTERM_MF_DIRECT","pattern recognition receptor activity","11","142","42","19272","3.83e-13","3.17e-11","35.55","1.27e-10","2.76e-11","8.23e-15","PYCARD,IFIH1,CLEC4D,AIM2,CLEC7A,CARD8,NOD1,NLRP1,NOD2,CLEC4E,TLR3"
"GOTERM_BP_DIRECT","activation of innate immune response","11","142","39","19512","1.49e-13","1.26e-11","38.76","2.01e-10","1.11e-11","2.84e-15","PYCARD,MAVS,TBK1,AIM2,IFI16,STING1,CARD8,NLRC4,NLRP1,IKBKE,TLR4"
"UP_KW_MOLECULAR_FUNCTION","Activator","10","87","733","12059","7.68e-2","2.84e-1","1.89","9.48e-1","2.38e-1","3.78e-2","IFI16,IRF3,TBL1XR1,BCL3,IRF7,NLRP3,TP53BP1,TBL1X,TXN,RELB"
"KEGG_PATHWAY","Cytokine-cytokine receptor interaction","10","142","298","9496","3.33e-2","8.84e-2","2.24","9.95e-1","5.28e-2","1.38e-2","CD4,CD40,CD40LG,IL1R1,IL23A,IL1B,IFNK,TNFRSF13C,IL1RAP,TNFSF13B"
"GOTERM_BP_DIRECT","DNA damage response","10","142","584","19512","2.61e-2","1.59e-1","2.35","1.00e+0","1.41e-1","1.05e-2","CASP9,AIM2,IRF3,BCL3,MAPKAPK2,IRF7,BRCC3,TP53BP1,IKBKE,TANK"
"GOTERM_BP_DIRECT","positive regulation of gene expression","10","142","515","19512","1.26e-2","9.46e-2","2.67","1.00e+0","8.35e-2","4.48e-3","AFDN,DDX3X,CLEC7A,LCK,IL1B,BCL3,TICAM1,CD3E,TLR4,TLR3"
"KEGG_PATHWAY","Human cytomegalovirus infection","10","142","227","9496","6.65e-3","2.06e-2","2.95","6.42e-1","1.23e-2","2.12e-3","CASP9,TBK1,CASP8,STING1,IRF3,IL1R1,IL1B,CYCS,FADD,BID"
"KEGG_PATHWAY","Rap1 signaling pathway","10","142","212","9496","4.28e-3","1.37e-2","3.15","4.83e-1","8.20e-3","1.27e-3","AFDN,RALA,FYB1,RALB,CDH1,CTNND1,RAPGEF1,LAT,SKAP1,SIPA1"
"GOTERM_MF_DIRECT","enzyme binding","10","142","420","19272","3.80e-3","3.62e-2","3.23","7.17e-1","3.15e-2","1.12e-3","PYCARD,YWHAE,CD4,CD40,TRAF4,CASP1,FYN,CARD16,NLRP1,NOD2"
"INTERPRO","Protein_kinase_ATP_BS","10","142","390","20827","1.38e-3","2.53e-2","3.76","4.82e-1","2.37e-2","3.51e-4","ZAP70,TBK1,LATS2,SYK,LCK,MAPKAPK2,PKN2,FYN,IKBKE,STK3"
"UP_KW_DISEASE","Tumor suppressor","10","65","188","4888","6.70e-4","1.61e-2","4.00","1.60e-2","1.61e-2","1.58e-4","PYCARD,LATS1,CYLD,AIM2,LATS2,TXNIP,MAPKAPK5,NF2,BCL10,LIMD1"
"INTERPRO","LRR_dom_sf","10","142","340","20827","5.25e-4","1.09e-2","4.31","2.22e-1","1.02e-2","1.17e-4","ERBIN,NLRP3,NOD1,CD14,NLRC4,NLRP1,NOD2,TLR4,TLR3,NAIP"
"GOTERM_CC_DIRECT","endosome membrane","10","142","317","20808","3.18e-4","3.64e-3","4.62","7.35e-2","3.03e-3","6.59e-5","ITCH,ATG16L1,IRF7,LY96,CD14,TICAM1,CTSD,TLR4,TLR3,ARF6"
"KEGG_PATHWAY","Alcoholic liver disease","10","142","144","9496","2.83e-4","1.32e-3","4.64","4.27e-2","7.89e-4","5.67e-5","TBK1,CASP8,IRF3,IL1B,LY96,CD14,FADD,TICAM1,IKBKE,TLR4"
"KEGG_PATHWAY","Apoptosis","10","142","137","9496","1.95e-4","9.37e-4","4.88","2.95e-2","5.60e-4","3.71e-5","CASP9,CASP8,APAF1,CASP10,CYCS,FADD,CFLAR,BID,CTSD,BCL2L1"
"GOTERM_BP_DIRECT","protein phosphorylation","10","142","261","19512","1.20e-4","1.72e-3","5.26","1.50e-1","1.52e-3","2.18e-5","LATS1,ZAP70,RNASEL,TBK1,LATS2,SYK,LCK,PKN2,FYN,STK3"
"KEGG_PATHWAY","Th17 cell differentiation","10","142","109","9496","3.29e-5","1.69e-4","6.14","5.05e-3","1.01e-4","4.92e-6","ZAP70,CD4,IL1R1,IL23A,LCK,IL1B,IL1RAP,CD247,CD3E,LAT"
"GOTERM_CC_DIRECT","midbody","10","142","198","20808","8.46e-6","1.27e-4","7.40","2.03e-3","1.06e-4","1.08e-6","LATS1,CYLD,RALA,RALB,EXOC7,BCL3,CTNND1,PIN1,PKN2,ARF6"
"GOTERM_BP_DIRECT","negative regulation of canonical NF-kappaB signal transduction","10","142","112","19512","1.22e-7","3.21e-6","12.27","1.64e-4","2.84e-6","9.11e-9","PYCARD,CYLD,ITCH,CASP8,FBXW11,CARD8,CUL1,NOD2,AZI2,TANK"
"GOTERM_BP_DIRECT","apoptotic signaling pathway","10","142","85","19512","1.07e-8","3.36e-7","16.17","1.45e-5","2.97e-7","5.95e-10","PYCARD,CASP8,SYK,APAF1,CLEC7A,CYCS,BCL10,FADD,TICAM1,CD3E"
"GOTERM_BP_DIRECT","cellular response to mechanical stimulus","10","142","78","19512","4.96e-9","1.76e-7","17.62","6.69e-6","1.55e-7","2.50e-10","CD40,CASP8,CASP5,IL1B,CASP1,CARD16,BCL10,FADD,TLR4,TLR3"
"KEGG_PATHWAY","Primary immunodeficiency","10","142","38","9496","3.07e-9","2.49e-8","17.60","4.73e-7","1.49e-8","1.34e-10","ZAP70,CD4,CD40,CD40LG,CD8B,LCK,CD8A,TNFRSF13C,CD3E,ICOS"
"GOTERM_BP_DIRECT","type I interferon-mediated signaling pathway","10","142","60","19512","4.49e-10","1.95e-8","22.90","6.05e-7","1.72e-8","1.67e-11","IFIH1,MAVS,TBK1,IRF3,IFNK,IRF7,TBKBP1,AZI2,IKBKE,TANK"
"KEGG_PATHWAY","Hippo signaling pathway - multiple species","10","142","29","9496","2.11e-10","2.32e-9","23.06","3.25e-8","1.39e-9","6.39e-12","MOB1B,LATS1,MOB1A,LATS2,DCHS1,FAT4,NF2,LIMD1,STK3,SAV1"
"GOTERM_BP_DIRECT","positive regulation of interferon-beta production","10","142","45","19512","2.95e-11","1.53e-9","30.54","3.97e-8","1.35e-9","7.76e-13","IFIH1,MAVS,DDX3X,TBK1,STING1,IRF3,IRF7,TICAM1,TLR4,TLR3"
"GOTERM_BP_DIRECT","T cell costimulation","10","142","45","19512","2.95e-11","1.53e-9","30.54","3.97e-8","1.35e-9","7.76e-13","CD86,CD40LG,LCK,CD80,FYN,TNFRSF13C,CD3E,ICOS,CARD11,TNFSF13B"
"GOTERM_BP_DIRECT","cytoplasmic pattern recognition receptor signaling pathway","10","142","34","19512","1.87e-12","1.20e-10","40.41","2.52e-9","1.06e-10","3.42e-14","IFIH1,YWHAE,MAVS,ITCH,DDX3X,TBK1,STING1,IRF3,DHX58,IRF7"
"UP_KW_CELLULAR_COMPONENT","Inflammasome","10","130","13","18195","2.37e-17","5.70e-16","107.66","5.70e-16","4.75e-16","6.83e-20","GSDMD,PYCARD,DDX3X,AIM2,DHX33,CARD8,CASP4,NLRP3,NLRC4,NLRP1"
"UP_SEQ_FEATURE","DOMAIN:Ig-like","9","141","676","20669","8.90e-2","1.00e+0","1.95","1.00e+0","9.88e-1","4.23e-2","CD86,CD4,CD8B,IL1R1,CD8A,CD80,FCER1A,IL1RAP,CD3E"
"KEGG_PATHWAY","MAPK signaling pathway","9","142","300","9496","7.81e-2","1.69e-1","2.01","1.00e+0","1.01e-1","3.59e-2","IL1R1,IL1B,MAPKAPK2,HSPB1,MAPKAPK5,CD14,IL1RAP,RELB,STK3"
"GOTERM_CC_DIRECT","glutamatergic synapse","9","142","594","20808","4.94e-2","2.16e-1","2.22","1.00e+0","1.80e-1","2.08e-2","LATS1,CDH1,ATG16L1,ERBIN,PIN1,CBLB,FYN,IL1RAP,ARF6"
"GOTERM_BP_DIRECT","protein ubiquitination","9","142","550","19512","4.65e-2","2.43e-1","2.25","1.00e+0","2.14e-1","1.94e-2","ITCH,RNF125,TRAF3IP2,FBXW11,SIAH1,CUL1,CBLB,FYN,SKP1"
"GOTERM_BP_DIRECT","negative regulation of apoptotic process","9","142","543","19512","4.37e-2","2.29e-1","2.28","1.00e+0","2.02e-1","1.80e-2","ITCH,DDX3X,CD40LG,BCL3,CTNNA1,HSPB1,CFLAR,NAIP,BCL2L1"
"SMART","S_TKc","9","107","364","10704","2.78e-2","2.23e-1","2.47","9.17e-1","2.02e-1","1.06e-2","LATS1,RNASEL,TBK1,LATS2,MAPKAPK2,PKN2,MAPKAPK5,IKBKE,STK3"
"GOTERM_MF_DIRECT","protein serine/threonine kinase activity","9","142","423","19272","1.27e-2","8.95e-2","2.89","9.86e-1","7.79e-2","4.17e-3","LATS1,TBK1,LATS2,SYK,MAPKAPK2,PKN2,MAPKAPK5,IKBKE,STK3"
"UP_KW_CELLULAR_COMPONENT","Cell junction","9","130","425","18195","1.09e-2","4.35e-2","2.96","2.31e-1","3.63e-2","3.49e-3","AFDN,FYB1,TRAF4,CDH1,CTNND1,CTNNA1,ERBIN,PKN2,LIMD1"
"GOTERM_CC_DIRECT","anchoring junction","9","142","423","20808","8.28e-3","5.37e-2","3.12","8.64e-1","4.48e-2","2.53e-3","AFDN,FYB1,TRAF4,CDH1,CTNND1,CTNNA1,ERBIN,PKN2,LIMD1"
"GOTERM_MF_DIRECT","signaling receptor activity","9","142","339","19272","3.53e-3","3.62e-2","3.60","6.90e-1","3.15e-2","9.34e-4","CD86,CD4,CD40,TNFRSF13C,IL1RAP,ICOS,CLEC4E,TLR4,TLR3"
"KEGG_PATHWAY","Cell adhesion molecules","9","142","160","9496","2.60e-3","9.09e-3","3.76","3.30e-1","5.43e-3","6.46e-4","CD86,CD4,CD40,CD40LG,CD8B,CDH1,CD8A,CD80,ICOS"
"GOTERM_CC_DIRECT","early endosome","9","142","347","20808","2.56e-3","1.92e-2","3.80","4.60e-1","1.60e-2","6.44e-4","ITCH,CD4,SIAH1,RAPGEF1,NF2,TICAM1,TLR4,TLR3,ARF6"
"UP_KW_DOMAIN","Leucine-rich repeat","9","102","321","14656","1.68e-3","3.36e-2","4.03","3.31e-2","2.69e-2","3.98e-4","ERBIN,NLRP3,NOD1,CD14,NLRC4,NLRP1,NOD2,TLR4,TLR3"
"UP_SEQ_FEATURE","REPEAT:LRR 1","9","141","289","20669","8.06e-4","5.32e-2","4.57","7.50e-1","5.26e-2","1.69e-4","ERBIN,NLRP3,NOD1,CD14,NLRC4,NLRP1,NOD2,TLR4,TLR3"
"UP_SEQ_FEATURE","REPEAT:LRR 2","9","141","286","20669","7.53e-4","5.17e-2","4.61","7.26e-1","5.11e-2","1.56e-4","ERBIN,NLRP3,NOD1,CD14,NLRC4,NLRP1,NOD2,TLR4,TLR3"
"UP_SEQ_FEATURE","REPEAT:LRR 3","9","141","277","20669","6.12e-4","4.38e-2","4.76","6.50e-1","4.32e-2","1.23e-4","ERBIN,NLRP3,NOD1,CD14,NLRC4,NLRP1,NOD2,TLR4,TLR3"
"UP_SEQ_FEATURE","REPEAT:LRR 4","9","141","264","20669","4.46e-4","3.48e-2","5.00","5.35e-1","3.44e-2","8.52e-5","ERBIN,NLRP3,NOD1,CD14,NLRC4,NLRP1,NOD2,TLR4,TLR3"
"UP_SEQ_FEATURE","REPEAT:LRR 5","9","141","262","20669","4.24e-4","3.47e-2","5.04","5.17e-1","3.42e-2","8.04e-5","ERBIN,NLRP3,NOD1,CD14,NLRC4,NLRP1,NOD2,TLR4,TLR3"
"KEGG_PATHWAY","TNF signaling pathway","9","142","119","9496","3.80e-4","1.67e-3","5.06","5.68e-2","9.98e-4","6.96e-5","CYLD,ITCH,CASP8,CASP10,IL1B,BCL3,FADD,CFLAR,NOD2"
"UP_SEQ_FEATURE","REPEAT:LRR 6","9","141","231","20669","1.82e-4","1.73e-2","5.71","2.68e-1","1.71e-2","3.03e-5","ERBIN,NLRP3,NOD1,CD14,NLRC4,NLRP1,NOD2,TLR4,TLR3"
"GOTERM_BP_DIRECT","defense response","9","142","173","19512","3.77e-5","6.05e-4","7.15","4.95e-2","5.34e-4","5.00e-6","CD40,IFNK,NLRP3,NOD1,LSP1,NOD2,CLEC1B,TLR4,TLR3"
"KEGG_PATHWAY","Viral myocarditis","9","142","70","9496","8.41e-6","4.80e-5","8.60","1.29e-3","2.87e-5","8.69e-7","CASP9,CD86,CD40,CASP8,CD40LG,CD80,CYCS,FYN,BID"
"GOTERM_BP_DIRECT","protein homooligomerization","9","142","132","19512","5.28e-6","1.00e-4","9.37","7.09e-3","8.85e-5","5.27e-7","GSDMD,PYCARD,CARD8,NLRP3,BCL10,NLRC4,TP53BP1,NLRP1,CARD11"
"GOTERM_BP_DIRECT","positive regulation of JNK cascade","9","142","104","19512","8.75e-7","1.87e-5","11.89","1.18e-3","1.65e-5","6.78e-8","PYCARD,TRAF4,IL1B,NOD1,NOD2,TLR4,TLR3,NAIP,STK3"
"GOTERM_BP_DIRECT","positive regulation of cytokine production","9","142","85","19512","1.83e-7","4.75e-6","14.55","2.47e-4","4.20e-6","1.14e-8","SYK,IFI16,IRF3,IL1B,NOD1,CD14,BCL10,FADD,CLEC4E"
"GOTERM_BP_DIRECT","antiviral innate immune response","9","142","80","19512","1.14e-7","3.07e-6","15.46","1.53e-4","2.71e-6","6.64e-9","IFIH1,MAVS,TBK1,STING1,IRF3,CARD8,DHX58,CUL1,NLRP1"
"GOTERM_BP_DIRECT","positive regulation of T cell proliferation","9","142","67","19512","2.77e-8","8.49e-7","18.46","3.73e-5","7.50e-7","1.33e-9","CD86,CD4,CD40LG,IL23A,IL1B,CD80,TNFRSF13C,CD3E,TNFSF13B"
"GOTERM_MF_DIRECT","cysteine-type endopeptidase activity","9","142","66","19272","2.70e-8","9.93e-7","18.51","8.94e-6","8.64e-7","1.28e-9","CASP9,CASP8,CASP5,CASP10,CASP4,CASP1,CARD16,CFLAR,CTSD"
"GOTERM_BP_DIRECT","intrinsic apoptotic signaling pathway","9","142","47","19512","1.51e-9","5.81e-8","26.31","2.03e-6","5.13e-8","4.78e-11","PYCARD,CASP9,DDX3X,APAF1,CARD8,CASP4,CUL1,CYCS,NLRP1"
"GOTERM_BP_DIRECT","positive regulation of interleukin-10 production","9","142","43","19512","7.13e-10","3.00e-8","28.76","9.61e-7","2.65e-8","2.03e-11","PYCARD,FCER1G,CD40LG,SYK,CLEC7A,IL23A,BCL3,NOD2,TLR4"
"GOTERM_BP_DIRECT","hippo signaling","9","142","28","19512","1.67e-11","9.40e-10","44.17","2.26e-8","8.30e-10","2.72e-13","MOB1B,LATS1,YWHAE,MOB1A,LATS2,DCHS1,FAT4,STK3,SAV1"
"GOTERM_MF_DIRECT","CARD domain binding","9","142","15","19272","4.14e-14","4.57e-12","81.43","1.37e-11","3.97e-12","2.38e-16","MAVS,CARD8,CASP4,CASP1,NOD1,CARD16,BCL10,NOD2,CARD11"
"GOTERM_CC_DIRECT","NLRP3 inflammasome complex","9","142","10","20808","1.62e-16","9.69e-15","131.88","2.66e-14","8.08e-15","2.47e-19","GSDMD,PYCARD,DDX3X,DHX33,CARD8,CASP1,NLRP3,CARD16,NLRP1"
"INTERPRO","Ig_sub","8","142","528","20827","6.80e-2","3.09e-1","2.22","1.00e+0","2.89e-1","2.85e-2","CD86,CD4,CD8B,IL1R1,CD8A,CD80,FCER1A,IL1RAP"
"KEGG_PATHWAY","Human T-cell leukemia virus 1 infection","8","142","224","9496","4.92e-2","1.17e-1","2.39","1.00e+0","6.99e-2","1.91e-2","CD4,CD40,IL1R1,LCK,TNFRSF13C,CD3E,RELB,BCL2L1"
"UP_KW_DOMAIN","Signal-anchor","8","102","472","14656","4.45e-2","1.48e-1","2.44","5.97e-1","1.19e-1","1.71e-2","CLEC4D,CD40LG,CLEC7A,TNFRSF13C,CLEC1B,CLEC4E,LAT,TNFSF13B"
"KEGG_PATHWAY","Viral carcinogenesis","8","142","205","9496","3.30e-2","8.84e-2","2.61","9.94e-1","5.28e-2","1.17e-2","YWHAE,DDX3X,CASP8,SYK,YWHAQ,IRF3,MAPKAPK2,IRF7"
"GOTERM_CC_DIRECT","focal adhesion","8","142","438","20808","2.99e-2","1.49e-1","2.68","9.99e-1","1.24e-1","1.05e-2","YWHAE,RALA,YWHAQ,CTNNA1,HSPB1,LIMD1,TNFSF13B,ARF6"
"UP_KW_MOLECULAR_FUNCTION","Serine/threonine-protein kinase","8","87","398","12059","2.33e-2","1.44e-1","2.79","5.83e-1","1.21e-1","7.91e-3","LATS1,TBK1,LATS2,MAPKAPK2,PKN2,MAPKAPK5,IKBKE,STK3"
"GOTERM_MF_DIRECT","protein-containing complex binding","8","142","377","19272","2.11e-2","1.32e-1","2.88","9.99e-1","1.15e-1","6.91e-3","CASP8,CTNNA1,FYN,NOD1,BCL10,FADD,CFLAR,NOD2"
"GOTERM_MF_DIRECT","cadherin binding","8","142","319","19272","9.15e-3","6.81e-2","3.40","9.52e-1","5.93e-2","2.55e-3","YWHAE,AFDN,DDX3X,CDH1,CTNND1,CTNNA1,DCHS1,PKN2"
"KEGG_PATHWAY","Phospholipase D signaling pathway","8","142","149","9496","6.69e-3","2.06e-2","3.59","6.44e-1","1.23e-2","1.74e-3","RALA,RALB,FCER1G,SYK,FCER1A,FYN,MS4A2,ARF6"
"UP_KW_PTM","Zymogen","8","133","227","14452","4.83e-3","1.37e-2","3.83","7.45e-2","1.21e-2","1.19e-3","CASP9,CASP8,CASP5,CASP10,CASP4,CASP1,CARD16,CTSD"
"GOTERM_MF_DIRECT","transmembrane signaling receptor activity","8","142","268","19272","3.62e-3","3.62e-2","4.05","6.99e-1","3.15e-2","8.50e-4","CD4,FCER1G,IL1R1,CD247,CLEC1B,CD3E,TLR4,TLR3"
"INTERPRO","Leu-rich_rpt","8","142","268","20827","2.36e-3","3.89e-2","4.38","6.77e-1","3.64e-2","5.15e-4","ERBIN,NLRP3,NOD1,CD14,NLRP1,NOD2,TLR4,TLR3"
"KEGG_PATHWAY","Natural killer cell mediated cytotoxicity","8","142","117","9496","1.75e-3","6.26e-3","4.57","2.36e-1","3.74e-3","3.55e-4","ZAP70,FCER1G,SYK,LCK,FYN,CD247,BID,LAT"
"GOTERM_MF_DIRECT","protein domain specific binding","8","142","233","19272","1.66e-3","1.96e-2","4.66","4.22e-1","1.70e-2","3.38e-4","YWHAE,CD40,YWHAQ,IRF3,IL1B,CACYBP,NLRP1,SKP1"
"KEGG_PATHWAY","Toxoplasmosis","8","142","112","9496","1.36e-3","4.98e-3","4.78","1.89e-1","2.97e-3","2.64e-4","CASP9,CD40,CASP8,CD40LG,LY96,CYCS,TLR4,BCL2L1"
"GOTERM_MF_DIRECT","protein-macromolecule adaptor activity","8","142","220","19272","1.19e-3","1.58e-2","4.94","3.26e-1","1.37e-2","2.30e-4","MAVS,SIKE1,EXOC7,BCL3,CUL1,NLRP3,BCL10,FADD"
"KEGG_PATHWAY","Chagas disease","8","142","103","9496","8.29e-4","3.22e-3","5.19","1.20e-1","1.92e-3","1.48e-4","CASP8,IL1B,FADD,CFLAR,CD247,TICAM1,CD3E,TLR4"
"GOTERM_BP_DIRECT","positive regulation of ERK1 and ERK2 cascade","8","142","207","19512","7.79e-4","8.53e-3","5.31","6.50e-1","7.53e-3","1.40e-4","PYCARD,CD4,IL1B,RAPGEF1,NOD1,CFLAR,NOD2,TLR4"
"GOTERM_CC_DIRECT","cell-cell junction","8","142","208","20808","5.50e-4","5.21e-3","5.64","1.24e-1","4.34e-3","9.30e-5","AFDN,ZAP70,LCK,CTNND1,CTNNA1,CD3E,LAT,SKAP1"
"UP_SEQ_FEATURE","REPEAT:LRR 7","8","141","206","20669","5.18e-4","3.87e-2","5.69","5.89e-1","3.82e-2","8.67e-5","ERBIN,NLRP3,NOD1,CD14,NLRC4,NOD2,TLR4,TLR3"
"GOTERM_CC_DIRECT","lamellipodium","8","142","195","20808","3.74e-4","4.08e-3","6.01","8.59e-2","3.40e-3","5.92e-5","PSTPIP1,DDX3X,CASP8,CDH1,CTNNA1,PKN2,NF2,MEFV"
"KEGG_PATHWAY","PD-L1 expression and PD-1 checkpoint pathway in cancer","8","142","90","9496","3.67e-4","1.66e-3","5.94","5.49e-2","9.93e-4","5.66e-5","ZAP70,CD4,LCK,CD247,TICAM1,CD3E,TLR4,LAT"
"UP_KW_MOLECULAR_FUNCTION","Thiol protease","8","87","178","12059","2.73e-4","9.17e-3","6.23","1.01e-2","7.68e-3","4.17e-5","CASP9,CYLD,CASP8,CASP5,CASP10,CASP4,CASP1,CARD16"
"UP_SEQ_FEATURE","REPEAT:LRR 8","8","141","175","20669","1.93e-4","1.75e-2","6.70","2.82e-1","1.72e-2","2.74e-5","ERBIN,NLRP3,NOD1,CD14,NLRC4,NOD2,TLR4,TLR3"
"GOTERM_MF_DIRECT","cysteine-type peptidase activity","8","142","155","19272","1.46e-4","3.02e-3","7.00","4.72e-2","2.63e-3","1.97e-5","CASP9,CYLD,CASP8,CASP5,CASP10,CASP4,CASP1,CFLAR"
"UP_SEQ_FEATURE","REPEAT:LRR 9","8","141","159","20669","1.07e-4","1.46e-2","7.38","1.67e-1","1.44e-2","1.37e-5","ERBIN,NLRP3,NOD1,CD14,NLRC4,NOD2,TLR4,TLR3"
"GOTERM_CC_DIRECT","T cell receptor complex","8","142","155","20808","9.12e-5","1.22e-3","7.56","2.16e-2","1.01e-3","1.14e-5","ZAP70,CD4,SYK,CD8B,CD8A,CD247,CD3E,SKAP1"
"GOTERM_BP_DIRECT","Ras protein signal transduction","8","142","79","19512","1.66e-6","3.45e-5","13.91","2.24e-3","3.05e-5","1.09e-7","RALA,RALB,GRAP2,RAPGEF1,MAPKAPK5,RGL1,RGL2,LAT"
"GOTERM_BP_DIRECT","positive regulation of non-canonical NF-kappaB signal transduction","8","142","67","19512","5.37e-7","1.24e-5","16.41","7.23e-4","1.09e-5","2.93e-8","PYCARD,CD86,DDX3X,IL23A,IL1B,NLRP3,NOD1,NOD2"
"GOTERM_BP_DIRECT","positive regulation of cytokine production involved in inflammatory response","8","142","38","19512","9.27e-9","2.97e-7","28.93","1.25e-5","2.63e-7","2.62e-10","TBK1,STING1,IRF3,CLEC7A,NOD2,TICAM1,TLR4,TLR3"
"GOTERM_BP_DIRECT","positive regulation of NLRP3 inflammasome complex assembly","8","142","34","19512","4.05e-9","1.47e-7","32.33","5.45e-6","1.30e-7","9.98e-11","LATS1,MAVS,DDX3X,LATS2,DHX33,NLRP3,BRCC3,TLR4"
"GOTERM_BP_DIRECT","positive regulation of interferon-alpha production","8","142","29","19512","1.21e-9","4.80e-8","37.91","1.63e-6","4.24e-8","2.43e-11","IFIH1,MAVS,DDX3X,TBK1,IRF3,IRF7,TLR4,TLR3"
"SMART","CASc","8","107","14","10704","2.48e-11","2.18e-9","57.16","2.18e-9","1.98e-9","2.18e-13","CASP9,CASP8,CASP5,CASP10,CASP4,CASP1,CARD16,CFLAR"
"INTERPRO","Caspase-like_dom_sf","8","142","15","20827","3.45e-12","2.74e-10","78.22","1.65e-9","2.57e-10","2.36e-14","CASP9,CASP8,CASP5,CASP10,CASP4,CASP1,CARD16,CFLAR"
"INTERPRO","Pept_C14_caspase","8","142","15","20827","3.45e-12","2.74e-10","78.22","1.65e-9","2.57e-10","2.36e-14","CASP9,CASP8,CASP5,CASP10,CASP4,CASP1,CARD16,CFLAR"
"INTERPRO","Pept_C14_p20","8","142","15","20827","3.45e-12","2.74e-10","78.22","1.65e-9","2.57e-10","2.36e-14","CASP9,CASP8,CASP5,CASP10,CASP4,CASP1,CARD16,CFLAR"
"INTERPRO","Pept_C14A","8","142","14","20827","1.85e-12","2.74e-10","83.81","8.83e-10","2.57e-10","1.11e-14","CASP9,CASP8,CASP5,CASP10,CASP4,CASP1,CARD16,CFLAR"
"GOTERM_BP_DIRECT","cell division","7","142","433","19512","9.44e-2","3.69e-1","2.22","1.00e+0","3.26e-1","3.93e-2","LATS1,RALA,RALB,LATS2,PKN2,BRCC3,ARF6"
"GOTERM_MF_DIRECT","ubiquitin protein ligase activity","7","142","383","19272","6.27e-2","2.92e-1","2.48","1.00e+0","2.54e-1","2.35e-2","ITCH,RNF125,TRAF3IP2,FBXW11,SIAH1,CBLB,MEFV"
"GOTERM_MF_DIRECT","protein serine kinase activity","7","142","365","19272","5.20e-2","2.57e-1","2.60","1.00e+0","2.23e-1","1.87e-2","LATS1,TBK1,LATS2,MAPKAPK2,PKN2,MAPKAPK5,STK3"
"GOTERM_MF_DIRECT","GTPase activity","7","142","364","19272","5.14e-2","2.57e-1","2.61","1.00e+0","2.23e-1","1.84e-2","RALA,DDX3X,RALB,MFN1,MFN2,RHOQ,ARF6"
"KEGG_PATHWAY","Wnt signaling pathway","7","142","174","9496","4.49e-2","1.13e-1","2.69","9.99e-1","6.78e-2","1.55e-2","TBL1XR1,FBXW11,SIAH1,CUL1,CACYBP,TBL1X,SKP1"
"KEGG_PATHWAY","Osteoclast differentiation","7","142","143","9496","1.96e-2","5.55e-2","3.27","9.53e-1","3.32e-2","5.57e-3","CYLD,SYK,IL1R1,LCK,IL1B,FYN,RELB"
"SMART","SH3","7","107","208","10704","1.71e-2","1.76e-1","3.37","7.82e-1","1.60e-1","4.79e-3","PSTPIP1,FYB1,LCK,GRAP2,TRIP10,FYN,SKAP1"
"GOTERM_BP_DIRECT","cell-cell adhesion","7","142","225","19512","5.93e-3","4.87e-2","4.27","1.00e+0","4.31e-2","1.32e-3","CDH1,CTNND1,CTNNA1,RAPGEF1,DCHS1,FAT4,ICOS"
"GOTERM_CC_DIRECT","mitochondrial outer membrane","7","142","233","20808","5.17e-3","3.55e-2","4.40","7.12e-1","2.95e-2","1.12e-3","MAVS,CASP8,STING1,MFN1,MFN2,BID,BCL2L1"
"UP_KW_DOMAIN","SH3 domain","7","102","229","14656","5.03e-3","4.54e-2","4.39","9.60e-2","3.63e-2","1.09e-3","PSTPIP1,FYB1,LCK,GRAP2,TRIP10,FYN,SKAP1"
"GOTERM_BP_DIRECT","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","7","142","217","19512","4.99e-3","4.26e-2","4.43","9.99e-1","3.76e-2","1.07e-3","TBK1,IL1R1,IL1B,FYN,TXN,RGL2,STK3"
"INTERPRO","SH3_domain","7","142","229","20827","4.74e-3","6.65e-2","4.48","8.96e-1","6.23e-2","1.00e-3","PSTPIP1,FYB1,LCK,GRAP2,TRIP10,FYN,SKAP1"
"INTERPRO","SH3-like_dom_sf","7","142","220","20827","3.90e-3","5.68e-2","4.67","8.45e-1","5.32e-2","7.95e-4","PSTPIP1,FYB1,LCK,GRAP2,TRIP10,FYN,SKAP1"
"KEGG_PATHWAY","Hematopoietic cell lineage","7","142","100","9496","3.66e-3","1.20e-2","4.68","4.32e-1","7.17e-3","7.25e-4","CD4,CD8B,IL1R1,CD8A,IL1B,CD14,CD3E"
"UP_SEQ_FEATURE","DOMAIN:SH3","7","141","217","20669","3.66e-3","2.19e-1","4.73","9.98e-1","2.16e-1","7.35e-4","PSTPIP1,FYB1,LCK,GRAP2,TRIP10,FYN,SKAP1"
