"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_MF_DIRECT","interleukin-1 receptor activity","2","142","7","19272","5.01e-2","2.55e-1","38.78","1.00e+0","2.22e-1","1.11e-3","IL1R1,IL1RAP"
"GOTERM_BP_DIRECT","negative regulation of D-glucose transmembrane transport","2","142","7","19512","4.95e-2","2.43e-1","39.26","1.00e+0","2.14e-1","1.08e-3","IL1B,CTNND1"
"GOTERM_BP_DIRECT","positive regulation of T-helper 2 cell differentiation","2","142","7","19512","4.95e-2","2.43e-1","39.26","1.00e+0","2.14e-1","1.08e-3","CD86,NLRP3"
"GOTERM_BP_DIRECT","positive regulation of response to cytokine stimulus","2","142","7","19512","4.95e-2","2.43e-1","39.26","1.00e+0","2.14e-1","1.08e-3","IFIH1,MAVS"
"GOTERM_BP_DIRECT","macropinocytosis","2","142","7","19512","4.95e-2","2.43e-1","39.26","1.00e+0","2.14e-1","1.08e-3","PYCARD,MAPKAPK2"
"GOTERM_BP_DIRECT","positive regulation of dendritic cell antigen processing and presentation","2","142","7","19512","4.95e-2","2.43e-1","39.26","1.00e+0","2.14e-1","1.08e-3","NOD1,NOD2"
"GOTERM_BP_DIRECT","positive regulation of mitotic cytokinetic process","2","142","7","19512","4.95e-2","2.43e-1","39.26","1.00e+0","2.14e-1","1.08e-3","EXOC7,ARF6"
"GOTERM_BP_DIRECT","signaling receptor ligand precursor processing","2","142","7","19512","4.95e-2","2.43e-1","39.26","1.00e+0","2.14e-1","1.08e-3","CASP1,CARD16"
"GOTERM_BP_DIRECT","negative regulation of macrophage apoptotic process","2","142","7","19512","4.95e-2","2.43e-1","39.26","1.00e+0","2.14e-1","1.08e-3","IRF7,NOD2"
"GOTERM_BP_DIRECT","regulation of platelet activation","2","142","7","19512","4.95e-2","2.43e-1","39.26","1.00e+0","2.14e-1","1.08e-3","FCER1G,SYK"
"GOTERM_BP_DIRECT","response to cobalt ion","2","142","7","19512","4.95e-2","2.43e-1","39.26","1.00e+0","2.14e-1","1.08e-3","CASP9,CASP8"
"GOTERM_BP_DIRECT","interleukin-3-mediated signaling pathway","2","142","7","19512","4.95e-2","2.43e-1","39.26","1.00e+0","2.14e-1","1.08e-3","FCER1G,SYK"
"GOTERM_BP_DIRECT","cellular response to diacyl bacterial lipopeptide","2","142","7","19512","4.95e-2","2.43e-1","39.26","1.00e+0","2.14e-1","1.08e-3","CD14,ARF6"
"GOTERM_BP_DIRECT","regulation of intrinsic apoptotic signaling pathway","2","142","7","19512","4.95e-2","2.43e-1","39.26","1.00e+0","2.14e-1","1.08e-3","PYCARD,CYLD"
"GOTERM_BP_DIRECT","xenophagy","2","142","7","19512","4.95e-2","2.43e-1","39.26","1.00e+0","2.14e-1","1.08e-3","ATG16L1,NOD1"
"GOTERM_CC_DIRECT","gamma-delta T cell receptor complex","2","142","7","20808","4.65e-2","2.11e-1","41.87","1.00e+0","1.75e-1","9.50e-4","CD247,CD3E"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 27","2","141","7","20669","4.65e-2","8.23e-1","41.88","1.00e+0","8.12e-1","9.49e-4","DCHS1,FAT4"
"UP_SEQ_FEATURE","SITE:Contributes to redox potential value","2","141","7","20669","4.65e-2","8.23e-1","41.88","1.00e+0","8.12e-1","9.49e-4","TXN,TXN2"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 17","2","141","7","20669","4.65e-2","8.23e-1","41.88","1.00e+0","8.12e-1","9.49e-4","DCHS1,FAT4"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 15","2","141","7","20669","4.65e-2","8.23e-1","41.88","1.00e+0","8.12e-1","9.49e-4","DCHS1,FAT4"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 13","2","141","7","20669","4.65e-2","8.23e-1","41.88","1.00e+0","8.12e-1","9.49e-4","DCHS1,FAT4"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 21","2","141","7","20669","4.65e-2","8.23e-1","41.88","1.00e+0","8.12e-1","9.49e-4","DCHS1,FAT4"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 26","2","141","7","20669","4.65e-2","8.23e-1","41.88","1.00e+0","8.12e-1","9.49e-4","DCHS1,FAT4"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 19","2","141","7","20669","4.65e-2","8.23e-1","41.88","1.00e+0","8.12e-1","9.49e-4","DCHS1,FAT4"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 24","2","141","7","20669","4.65e-2","8.23e-1","41.88","1.00e+0","8.12e-1","9.49e-4","DCHS1,FAT4"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 20","2","141","7","20669","4.65e-2","8.23e-1","41.88","1.00e+0","8.12e-1","9.49e-4","DCHS1,FAT4"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 22","2","141","7","20669","4.65e-2","8.23e-1","41.88","1.00e+0","8.12e-1","9.49e-4","DCHS1,FAT4"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 16","2","141","7","20669","4.65e-2","8.23e-1","41.88","1.00e+0","8.12e-1","9.49e-4","DCHS1,FAT4"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 25","2","141","7","20669","4.65e-2","8.23e-1","41.88","1.00e+0","8.12e-1","9.49e-4","DCHS1,FAT4"
"UP_SEQ_FEATURE","SITE:Interaction with phosphoserine on interacting protein","2","141","7","20669","4.65e-2","8.23e-1","41.88","1.00e+0","8.12e-1","9.49e-4","YWHAE,YWHAQ"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 14","2","141","7","20669","4.65e-2","8.23e-1","41.88","1.00e+0","8.12e-1","9.49e-4","DCHS1,FAT4"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 18","2","141","7","20669","4.65e-2","8.23e-1","41.88","1.00e+0","8.12e-1","9.49e-4","DCHS1,FAT4"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 12","2","141","7","20669","4.65e-2","8.23e-1","41.88","1.00e+0","8.12e-1","9.49e-4","DCHS1,FAT4"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 23","2","141","7","20669","4.65e-2","8.23e-1","41.88","1.00e+0","8.12e-1","9.49e-4","DCHS1,FAT4"
"INTERPRO","14-3-3_dom_sf","2","142","7","20827","4.64e-2","2.43e-1","41.91","1.00e+0","2.28e-1","9.48e-4","YWHAE,YWHAQ"
"INTERPRO","14-3-3_CS","2","142","7","20827","4.64e-2","2.43e-1","41.91","1.00e+0","2.28e-1","9.48e-4","YWHAE,YWHAQ"
"INTERPRO","C-type_Lectin_Receptor_IMM","2","142","7","20827","4.64e-2","2.43e-1","41.91","1.00e+0","2.28e-1","9.48e-4","CLEC4D,CLEC4E"
"INTERPRO","14-3-3_domain","2","142","7","20827","4.64e-2","2.43e-1","41.91","1.00e+0","2.28e-1","9.48e-4","YWHAE,YWHAQ"
"INTERPRO","14-3-3","2","142","7","20827","4.64e-2","2.43e-1","41.91","1.00e+0","2.28e-1","9.48e-4","YWHAE,YWHAQ"
"INTERPRO","Toll-like_receptor","2","142","7","20827","4.64e-2","2.43e-1","41.91","1.00e+0","2.28e-1","9.48e-4","TLR4,TLR3"
"GOTERM_MF_DIRECT","phosphoserine residue binding","2","142","6","19272","4.31e-2","2.26e-1","45.24","1.00e+0","1.97e-1","7.93e-4","YWHAE,PIN1"
"GOTERM_MF_DIRECT","calcium-dependent protein serine/threonine kinase activity","2","142","6","19272","4.31e-2","2.26e-1","45.24","1.00e+0","1.97e-1","7.93e-4","MAPKAPK2,MAPKAPK5"
"GOTERM_BP_DIRECT","positive regulation of cell-cell adhesion mediated by integrin","2","142","6","19512","4.26e-2","2.24e-1","45.80","1.00e+0","1.98e-1","7.74e-4","CD3E,SKAP1"
"GOTERM_BP_DIRECT","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","2","142","6","19512","4.26e-2","2.24e-1","45.80","1.00e+0","1.98e-1","7.74e-4","CYLD,ITCH"
"GOTERM_BP_DIRECT","response to anesthetic","2","142","6","19512","4.26e-2","2.24e-1","45.80","1.00e+0","1.98e-1","7.74e-4","CASP9,CASP8"
"GOTERM_BP_DIRECT","positive regulation of alpha-beta T cell proliferation","2","142","6","19512","4.26e-2","2.24e-1","45.80","1.00e+0","1.98e-1","7.74e-4","ZAP70,SYK"
"GOTERM_BP_DIRECT","B cell mediated immunity","2","142","6","19512","4.26e-2","2.24e-1","45.80","1.00e+0","1.98e-1","7.74e-4","CD40,TRAF3IP2"
"GOTERM_BP_DIRECT","cytokine precursor processing","2","142","6","19512","4.26e-2","2.24e-1","45.80","1.00e+0","1.98e-1","7.74e-4","CASP1,CARD16"
"GOTERM_BP_DIRECT","positive regulation of myeloid dendritic cell cytokine production","2","142","6","19512","4.26e-2","2.24e-1","45.80","1.00e+0","1.98e-1","7.74e-4","MAVS,TICAM1"
"GOTERM_BP_DIRECT","positive regulation of type 2 immune response","2","142","6","19512","4.26e-2","2.24e-1","45.80","1.00e+0","1.98e-1","7.74e-4","NLRP3,NOD2"
"GOTERM_BP_DIRECT","nucleotide-binding oligomerization domain containing 1 signaling pathway","2","142","6","19512","4.26e-2","2.24e-1","45.80","1.00e+0","1.98e-1","7.74e-4","NOD1,TLR4"
"UP_SEQ_FEATURE","MUTAGEN:D->N: Loss of kinase activity.","2","141","6","20669","4.00e-2","8.23e-1","48.86","1.00e+0","8.12e-1","6.81e-4","TBK1,STK3"
"UP_SEQ_FEATURE","DOMAIN:Interferon regulatory factor-3","2","141","6","20669","4.00e-2","8.23e-1","48.86","1.00e+0","8.12e-1","6.81e-4","IRF3,IRF7"
"UP_SEQ_FEATURE","DOMAIN:14-3-3","2","141","6","20669","4.00e-2","8.23e-1","48.86","1.00e+0","8.12e-1","6.81e-4","YWHAE,YWHAQ"
"UP_SEQ_FEATURE","MUTAGEN:K->R: No effect on ubiquitination.","2","141","6","20669","4.00e-2","8.23e-1","48.86","1.00e+0","8.12e-1","6.81e-4","ZAP70,IKBKE"
"INTERPRO","IL-1_rcpt_I/II-typ","2","142","6","20827","3.99e-2","2.35e-1","48.89","1.00e+0","2.20e-1","6.80e-4","IL1R1,IL1RAP"
"INTERPRO","IL-1RAcP-like_ig","2","142","6","20827","3.99e-2","2.35e-1","48.89","1.00e+0","2.20e-1","6.80e-4","IL1R1,IL1RAP"
"GOTERM_BP_DIRECT","positive regulation of platelet-derived growth factor receptor signaling pathway","2","142","5","19512","3.56e-2","2.01e-1","54.96","1.00e+0","1.77e-1","5.18e-4","IL1R1,IL1B"
"GOTERM_BP_DIRECT","regulation of entry of bacterium into host cell","2","142","5","19512","3.56e-2","2.01e-1","54.96","1.00e+0","1.77e-1","5.18e-4","EXOC7,EXOC2"
"GOTERM_BP_DIRECT","detection of lipopolysaccharide","2","142","5","19512","3.56e-2","2.01e-1","54.96","1.00e+0","1.77e-1","5.18e-4","LY96,TLR4"
"GOTERM_BP_DIRECT","positive regulation of dendritic cell cytokine production","2","142","5","19512","3.56e-2","2.01e-1","54.96","1.00e+0","1.77e-1","5.18e-4","CLEC7A,NOD2"
"GOTERM_BP_DIRECT","thymic T cell selection","2","142","5","19512","3.56e-2","2.01e-1","54.96","1.00e+0","1.77e-1","5.18e-4","ZAP70,CARD11"
"GOTERM_BP_DIRECT","positive regulation of leukocyte cell-cell adhesion","2","142","5","19512","3.56e-2","2.01e-1","54.96","1.00e+0","1.77e-1","5.18e-4","LCK,SKAP1"
"GOTERM_BP_DIRECT","cellular response to indole-3-methanol","2","142","5","19512","3.56e-2","2.01e-1","54.96","1.00e+0","1.77e-1","5.18e-4","CDH1,CTNNA1"
"GOTERM_CC_DIRECT","CBM complex","2","142","5","20808","3.34e-2","1.64e-1","58.61","1.00e+0","1.36e-1","4.56e-4","BCL10,CARD11"
"INTERPRO","RLR_Helicase","2","142","5","20827","3.34e-2","2.10e-1","58.67","1.00e+0","1.96e-1","4.55e-4","IFIH1,DHX58"
"INTERPRO","T-cell_Activation_Regulation","2","142","5","20827","3.34e-2","2.10e-1","58.67","1.00e+0","1.96e-1","4.55e-4","CD86,CD80"
"INTERPRO","CALCOCO1/2_Zn_UBZ1","2","142","5","20827","3.34e-2","2.10e-1","58.67","1.00e+0","1.96e-1","4.55e-4","TBKBP1,TANK"
"GOTERM_MF_DIRECT","CD8 receptor binding","2","142","4","19272","2.89e-2","1.74e-1","67.86","1.00e+0","1.52e-1","3.20e-4","LCK,FYN"
"GOTERM_BP_DIRECT","detection of virus","2","142","4","19512","2.86e-2","1.70e-1","68.70","1.00e+0","1.51e-1","3.13e-4","IFIH1,TLR3"
"GOTERM_BP_DIRECT","negative regulation of MDA-5 signaling pathway","2","142","4","19512","2.86e-2","1.70e-1","68.70","1.00e+0","1.51e-1","3.13e-4","TKFC,DHX58"
"GOTERM_BP_DIRECT","smooth muscle adaptation","2","142","4","19512","2.86e-2","1.70e-1","68.70","1.00e+0","1.51e-1","3.13e-4","IL1R1,IL1B"
"GOTERM_BP_DIRECT","cellular response to molecule of fungal origin","2","142","4","19512","2.86e-2","1.70e-1","68.70","1.00e+0","1.51e-1","3.13e-4","SYK,CLEC7A"
"GOTERM_BP_DIRECT","condensed mesenchymal cell proliferation","2","142","4","19512","2.86e-2","1.70e-1","68.70","1.00e+0","1.51e-1","3.13e-4","DCHS1,FAT4"
"UP_SEQ_FEATURE","DOMAIN:HIN-200","2","141","4","20669","2.68e-2","6.87e-1","73.29","1.00e+0","6.79e-1","2.75e-4","AIM2,IFI16"
"UP_SEQ_FEATURE","DOMAIN:NACHT LRR and PYD","2","141","4","20669","2.68e-2","6.87e-1","73.29","1.00e+0","6.79e-1","2.75e-4","NLRP3,NOD2"
"UP_SEQ_FEATURE","SITE:Cleavage; by CASP6","2","141","4","20669","2.68e-2","6.87e-1","73.29","1.00e+0","6.79e-1","2.75e-4","CASP8,BID"
"UP_SEQ_FEATURE","MUTAGEN:R->A: Abolished ADP-riboxanation by C.violaceum CopC.","2","141","4","20669","2.68e-2","6.87e-1","73.29","1.00e+0","6.79e-1","2.75e-4","CASP9,CASP8"
"UP_SEQ_FEATURE","DOMAIN:RLR CTR","2","141","4","20669","2.68e-2","6.87e-1","73.29","1.00e+0","6.79e-1","2.75e-4","IFIH1,DHX58"
"UP_SEQ_FEATURE","ZN_FING:UBZ1-type","2","141","4","20669","2.68e-2","6.87e-1","73.29","1.00e+0","6.79e-1","2.75e-4","TBKBP1,TANK"
"INTERPRO","RIG-I-like_C","2","142","4","20827","2.68e-2","1.80e-1","73.33","1.00e+0","1.69e-1","2.74e-4","IFIH1,DHX58"
"INTERPRO","RLR_C_sf","2","142","4","20827","2.68e-2","1.80e-1","73.33","1.00e+0","1.69e-1","2.74e-4","IFIH1,DHX58"
"INTERPRO","HIN200/IF120x","2","142","4","20827","2.68e-2","1.80e-1","73.33","1.00e+0","1.69e-1","2.74e-4","AIM2,IFI16"
"INTERPRO","CARD_dom","2","142","4","20827","2.68e-2","1.80e-1","73.33","1.00e+0","1.69e-1","2.74e-4","IFIH1,MAVS"
"INTERPRO","NLR","2","142","4","20827","2.68e-2","1.80e-1","73.33","1.00e+0","1.69e-1","2.74e-4","NOD1,NOD2"
"INTERPRO","IKK","2","142","4","20827","2.68e-2","1.80e-1","73.33","1.00e+0","1.69e-1","2.74e-4","TBK1,IKBKE"
"INTERPRO","RLR_CTR","2","142","4","20827","2.68e-2","1.80e-1","73.33","1.00e+0","1.69e-1","2.74e-4","IFIH1,DHX58"
"INTERPRO","HIN-200","2","142","4","20827","2.68e-2","1.80e-1","73.33","1.00e+0","1.69e-1","2.74e-4","AIM2,IFI16"
"PIR_SUPERFAMILY","TyrPK_SYK","2","24","2","1941","2.36e-2","1.89e-1","80.87","3.17e-1","1.89e-1","1.47e-4","ZAP70,SYK"
"GOTERM_BP_DIRECT","beta selection","2","142","3","19512","2.15e-2","1.37e-1","91.61","1.00e+0","1.21e-1","1.57e-4","ZAP70,SYK"
"GOTERM_BP_DIRECT","B cell costimulation","2","142","3","19512","2.15e-2","1.37e-1","91.61","1.00e+0","1.21e-1","1.57e-4","TNFRSF13C,TNFSF13B"
"GOTERM_BP_DIRECT","regulation of protein autophosphorylation","2","142","3","19512","2.15e-2","1.37e-1","91.61","1.00e+0","1.21e-1","1.57e-4","MOB1B,MOB1A"
"GOTERM_BP_DIRECT","regulation of dendritic cell cytokine production","2","142","3","19512","2.15e-2","1.37e-1","91.61","1.00e+0","1.21e-1","1.57e-4","TLR4,TLR3"
"GOTERM_BP_DIRECT","inner cell mass cell fate commitment","2","142","3","19512","2.15e-2","1.37e-1","91.61","1.00e+0","1.21e-1","1.57e-4","LATS1,LATS2"
"GOTERM_BP_DIRECT","positive regulation of lymphotoxin A production","2","142","3","19512","2.15e-2","1.37e-1","91.61","1.00e+0","1.21e-1","1.57e-4","CD86,BCL10"
"GOTERM_BP_DIRECT","serotonin secretion by platelet","2","142","3","19512","2.15e-2","1.37e-1","91.61","1.00e+0","1.21e-1","1.57e-4","FCER1G,SYK"
"GOTERM_BP_DIRECT","inner cell mass cellular morphogenesis","2","142","3","19512","2.15e-2","1.37e-1","91.61","1.00e+0","1.21e-1","1.57e-4","LATS1,LATS2"
"GOTERM_CC_DIRECT","Fc-epsilon receptor I complex","2","142","3","20808","2.02e-2","1.08e-1","97.69","9.93e-1","8.97e-2","1.38e-4","FCER1G,MS4A2"
"GOTERM_CC_DIRECT","Fc-gamma receptor III complex","2","142","3","20808","2.02e-2","1.08e-1","97.69","9.93e-1","8.97e-2","1.38e-4","FCER1G,CD247"
"UP_SEQ_FEATURE","DOMAIN:CARD 2","2","141","3","20669","2.02e-2","6.08e-1","97.73","1.00e+0","6.01e-1","1.38e-4","IFIH1,NOD2"
"UP_SEQ_FEATURE","DOMAIN:CARD 1","2","141","3","20669","2.02e-2","6.08e-1","97.73","1.00e+0","6.01e-1","1.38e-4","IFIH1,NOD2"
"UP_SEQ_FEATURE","DOMAIN:F-box-like","2","141","3","20669","2.02e-2","6.08e-1","97.73","1.00e+0","6.01e-1","1.38e-4","TBL1XR1,TBL1X"
"INTERPRO","MAPKAPK_C","2","142","3","20827","2.02e-2","1.60e-1","97.78","1.00e+0","1.50e-1","1.38e-4","MAPKAPK2,MAPKAPK5"
"INTERPRO","Ebi-like","2","142","3","20827","2.02e-2","1.60e-1","97.78","1.00e+0","1.50e-1","1.38e-4","TBL1XR1,TBL1X"
"GOTERM_BP_DIRECT","pyroptosome complex assembly","2","142","2","19512","1.44e-2","1.03e-1","137.41","1.00e+0","9.07e-2","5.26e-5","AIM2,MEFV"
"GOTERM_BP_DIRECT","detection of fungus","2","142","2","19512","1.44e-2","1.03e-1","137.41","1.00e+0","9.07e-2","5.26e-5","CLEC7A,TLR4"
"GOTERM_BP_DIRECT","canonical inflammasome complex assembly","2","142","2","19512","1.44e-2","1.03e-1","137.41","1.00e+0","9.07e-2","5.26e-5","PYCARD,NLRP1"
"GOTERM_CC_DIRECT","protease inhibitor complex","2","142","2","20808","1.35e-2","7.91e-2","146.54","9.62e-1","6.59e-2","4.62e-5","CASP1,CARD16"
"UP_SEQ_FEATURE","MUTAGEN:C->S: Loss of geranylgeranylation and membrane localization.","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","RALA,RALB"
"UP_SEQ_FEATURE","MUTAGEN:W->A: Mediates autoprocessing but is unable to interact with Gasdermin-D (GSDMD) and mediate its cleavage.","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","CASP1,CARD16"
"UP_SEQ_FEATURE","DOMAIN:FIIND","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","CARD8,NLRP1"
"UP_SEQ_FEATURE","DOMAIN:Tbk1/Ikki binding","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","AZI2,TANK"
"UP_SEQ_FEATURE","REGION:Interaction with TRAF2","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","CYLD,MAVS"
"UP_SEQ_FEATURE","REGION:UPA","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","CARD8,NLRP1"
"UP_SEQ_FEATURE","MUTAGEN:DD->NN: In IDL(uncl); abolished cleavage in the interdomain region; when associated with N-297.","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","CASP1,CARD16"
"UP_SEQ_FEATURE","PROPEP:Interdomain linker","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","CASP1,CARD16"
"UP_SEQ_FEATURE","MUTAGEN:K->A: Abolishes cleavage of Gasdermin-D (GSDMD).","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","CASP1,CARD16"
"UP_SEQ_FEATURE","REGION:Interdomain A","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","ZAP70,SYK"
"UP_SEQ_FEATURE","SITE:(Microbial infection) Cleavage by CV3B","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","MAVS,TICAM1"
"UP_SEQ_FEATURE","MUTAGEN:D->N: In IDL(uncl); abolished cleavage in the interdomain region; when associated with 315-N-N-316.","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","CASP1,CARD16"
"UP_SEQ_FEATURE","MUTAGEN:IKK->AKA: Abolished ability to cleave IL18.","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","CASP1,CARD16"
"UP_SEQ_FEATURE","REGION:ZU5","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","CARD8,NLRP1"
"UP_SEQ_FEATURE","MUTAGEN:C->A,S: Loss of protease activity. Loss of SPHK2 cleavage and release in apoptotic cells.","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","CASP1,CARD16"
"UP_SEQ_FEATURE","SITE:Deprotonates C-terminal active site Cys","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","TXN,TXN2"
"UP_SEQ_FEATURE","REGION:Interdomain B","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","ZAP70,SYK"
"UP_SEQ_FEATURE","DOMAIN:SGS","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","CACYBP,SUGT1"
"UP_SEQ_FEATURE","REGION:Part of a helix bundle domain, formed by helices from N-terminal and C-terminal regions","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","MFN1,MFN2"
"UP_SEQ_FEATURE","MUTAGEN:I->N: Mediates autoprocessing but is unable to interact with Gasdermin-D (GSDMD) and mediate its cleavage.","2","141","2","20669","1.35e-2","4.46e-1","146.59","1.00e+0","4.40e-1","4.62e-5","CASP1,CARD16"
"INTERPRO","CARD8/ASC/NALP1_CARD","2","142","2","20827","1.35e-2","1.21e-1","146.67","9.98e-1","1.14e-1","4.62e-5","PYCARD,NLRP1"
"INTERPRO","Mitofusin_fam","2","142","2","20827","1.35e-2","1.21e-1","146.67","9.98e-1","1.14e-1","4.62e-5","MFN1,MFN2"
"INTERPRO","TBK1_CC1","2","142","2","20827","1.35e-2","1.21e-1","146.67","9.98e-1","1.14e-1","4.62e-5","TBK1,IKBKE"
"INTERPRO","Tyr_kinase_non-rcpt_SYK/ZAP70","2","142","2","20827","1.35e-2","1.21e-1","146.67","9.98e-1","1.14e-1","4.62e-5","ZAP70,SYK"
"INTERPRO","Fzo/mitofusin_HR2","2","142","2","20827","1.35e-2","1.21e-1","146.67","9.98e-1","1.14e-1","4.62e-5","MFN1,MFN2"
"INTERPRO","TBK1_CCD1","2","142","2","20827","1.35e-2","1.21e-1","146.67","9.98e-1","1.14e-1","4.62e-5","TBK1,IKBKE"
"INTERPRO","TBK1-IKBKE_adapters","2","142","2","20827","1.35e-2","1.21e-1","146.67","9.98e-1","1.14e-1","4.62e-5","TBKBP1,AZI2"
"INTERPRO","SYK/ZAP-70_N_SH2","2","142","2","20827","1.35e-2","1.21e-1","146.67","9.98e-1","1.14e-1","4.62e-5","ZAP70,SYK"
"INTERPRO","FIIND_dom","2","142","2","20827","1.35e-2","1.21e-1","146.67","9.98e-1","1.14e-1","4.62e-5","CARD8,NLRP1"
"INTERPRO","NLRC4_HD","2","142","2","20827","1.35e-2","1.21e-1","146.67","9.98e-1","1.14e-1","4.62e-5","NLRC4,NAIP"
"INTERPRO","CD3_zeta/IgE_Fc_rcpt_gamma","2","142","2","20827","1.35e-2","1.21e-1","146.67","9.98e-1","1.14e-1","4.62e-5","FCER1G,CD247"
"INTERPRO","Nlrc4-like_WHD","2","142","2","20827","1.35e-2","1.21e-1","146.67","9.98e-1","1.14e-1","4.62e-5","NLRC4,NAIP"
"INTERPRO","Kinase_SYK/ZAP-70_inter-SH2_sf","2","142","2","20827","1.35e-2","1.21e-1","146.67","9.98e-1","1.14e-1","4.62e-5","ZAP70,SYK"
"INTERPRO","Thioredoxin","2","142","2","20827","1.35e-2","1.21e-1","146.67","9.98e-1","1.14e-1","4.62e-5","TXN,TXN2"
"INTERPRO","TBK1_ULD","2","142","2","20827","1.35e-2","1.21e-1","146.67","9.98e-1","1.14e-1","4.62e-5","TBK1,IKBKE"
"INTERPRO","SGS_dom","2","142","2","20827","1.35e-2","1.21e-1","146.67","9.98e-1","1.14e-1","4.62e-5","CACYBP,SUGT1"

